clean_text,label
golf capsules jl lewis shot a 10under 62 for his best start ever on the pga tour and a twoshot lead thursday in the funai classic at disney lewis putted for birdie on every hole and made 11 of them on the magnolia course to match his careerlow round,Sports
feyenoord make most of early fortune hearts uefa cup adventure may have been derailed in rotterdam but coach craig levein can take comfort from the fact he has three more games to get it back on track,Sports
agassi advances in madrid henman eliminated top seed tim henman suffered a 6446 62 defeat to croatian ivan ljubicic in the madrid masters on thursday as andre agassi advanced to the quarterfinals with a 6163 victory over vincent spadea,Sports
hamas military chief killed gaza city one of the leaders of hamas 39 military wing was killed in an israeli airstrike in gaza city early today a hamas spokesman said,World
nuggets 100 clippers 88 carmelo anthony who missed denver 39s previous game after being cited for marijuana possession scored 23 points for the nuggets in a 10088 preseason victory thursday night over the los angeles clippers,Sports
software giant microsoft rings up multibillion dollar profit gain redmond washington oct 21 afp  the world 39s biggest software company microsoft corp said thursday that its first quarter profits swelled to 29 billion dollars as consumers and businesses pumped up demand for new computers,Business
world 39s  39worst plunderers 39 named human beings are plundering the earth 39s resources at an alarming and unsustainable rate and australians are among the worst offenders,Sci/Tech
wrong kind of fall for castro the us declines to wish fidel castro a speedy recovery after he fractures bones in a fall at a public ceremony,World
us airways pilots approve 18 pay cut fiveyear 18 billion costcutting contract approved thursday also reduces retirement benefits increases work hours and eliminates retiree medical coverage,Business
je robert assembles new investment fund je robert cos completed raising 823 million from about 40 institutional and private equity investors this week,Business
hummer going smaller for share of big market general motors hopes to make its hulking hummer lineup  quotmore approachable quot with a new midsize sport utility vehicle scheduled to go on sale next spring,Business
death toll 69 in japan typhoon 19 still missing  tokyo reuters  as the death toll rose from japans  deadliest typhoon in two decades experts warned on friday that  climate change could bring a stormier future,World
south korean court blocks relocation of capital yun youngchul cback president of the constitutional court speaks as the court ruled against president roh moohyun 39s plan to relocate the country 39s capital at the court in seoul october 21,World
qwest to pay 250 million to end probe washington cbsmw  qwest communications on thursday said it 39s agreed to pay 250 million to end a federal probe of allegedly fraudulent accounting practices used by former executives,Business
bank looks to block glazer bid the financial times claims nomura the japanese bank is involved in a plan to raise 200m to block a takeover of man utd by malcolm glazer,Business
in the er learning to love the pc the keyboard is mightier than the whiteboard at an emergency room in the bronx where the use of computers is now a staple,Sci/Tech
meps threaten to sink commission over buttiglione meps threatened last night to bring down the new european commission before it even takes office as a row sparked by controversial comments about homosexuality escalated into an unprecedented crisis,World
robertson emerges with time a debate on draft day 2003 was whether the patriots should have moved up to take kentucky defensive lineman dewayne robertson  who was picked fourth overall by the jets after he had a subpar rookie season the feeling was the patriots made the right choice though they took ty warren 13th overall that year and he also ,Sports
qwest the end of the beginning thursday 39s agreement between qwest communications and federal regulator settles allegations of  quotmassive financial fraud quot at a price of 250 million,Business
vieira fit for united battle skipper patrick vieira is set to hand arsenal a massive boost for sunday 39s crunch clash against manchester united by declaring himself fit to lead the gunners at old trafford,Sports
staying or going some possibilities if bush wins president bush plans major changes in his cabinet if he wins a second term  perhaps nominating the first female defense secretary and first black attorney general  but very little change among the small group of his closest advisers,World
city seriesly wounded with the yanks out of the world series the city 39s economy loses out on at least 40 million according to studies by the controller 39s office and other city agencies,Sports
our crowds are up say blues chelsea today shrugged off concerns about their attendances this season and insisted they are delighted with the support for jose mourinho 39s side,Sports
sri lanka off to positive start kumar sangakkaras unbeaten fifty revives sri lankas chances against pakistan,World
n koreans seek asylum in beijing twentynine people believed to be north koreans have entered a south korean school in beijing apparently seeking asylum diplomats say the group including two children entered the school early friday,World
connecticut joins california in spitzer probe connecticut is going to join california amid new york attorney general eliot spitzers probe over the us insurance industry scandal,Business
einstein is proved right again an experiment using two orbiting satellites has proved that as the earth turns it drags space and time around itself like a spinning top in treacle,Sci/Tech
microsoftswatch offer new wireless watch microsoft and swatch announced a new line of wireless data watches named paparazzi the watches offer news sports weather and stock quotes among other snippets of content via microsoft 39s msn direct wireless data service,Sci/Tech
trial date set for soldier at abu ghraib ap ap  a military judge ordered a us army reservist on friday to stand trial jan 7 in baghdad for allegedly abusing iraq inmates at the abu ghraib prison outside baghdad,World
citigroups exexec may face sec action  new york reuters  citigroup inc lta hrefhttpwwwinvestorreuterscomfullquoteaspxtickercn targetstocksquickinfofullquotegtcnltagt on friday said  us securities regulators may recommend enforcement  proceedings against the former head of citigroup global  investment management,Business
dollar stabilizes above recent lows reuters reuters  the dollar edged up against the yen andsteadied against the euro on friday but kept within sight ofmultimonth lows hit this week on worries about the useconomy and its ability to attract global investors,Business
chinese economy surges 95 in first 3 quarters beijing china 39s economy surged by an impressive 95 per cent yearonyear in the first nine months of this year marginally slower than the 97 per cent recorded in the first half of the year the government said here on sunday while claiming credit for ,Business
primaris to spend 38b on jets primaris airlines inc has announced plans to buy 20 boeing 7e78 dreamliners and 20 737800s a deal worth 38 billion at list prices the new lowcost business carrier and the boeing co,Business
cisco bolsters its security story the move won 39t have raised many eyebrows security is a hot market in which cisco already has a strong grip in the enterprise space and the vendor giant has already bolstered its security portfolio through ,Sci/Tech
eu launches graphic tobacco ads the european commission launches graphic images showing the damage smoking can do to peoples health,World
now or never for united arsenal were the clear  39devils 39 back in september 2003 just six games into last season following captain patrick viera 39s second half dismissal for lashing out on freefaller ruud van nistelrooy and then ,Sports
sunni clerics urge election boycott religious and political leaders gather at the umm alqura sunni muslim mosque outside baghdad where clerics called for their followers to boycott iraq 39s january elections,World
fixedtomobile substitution gaining momentum there is a strong trend for consumers to move away from using fixedline phones in concert with mobiles to use mobile handsets for all or most of their voice calls according to a study conducted for finnish mobile handset maker nokia by uk market ,Sci/Tech
weyerhaeuser profit up  new york reuters  weyerhaeuser cos  quarterly profit  rose sharply on a large gain from the sale of timberlands in  georgia and it set tender offers to reduce as much as 700  million in debt the company said on friday,Business
yahoo acquires another email startup it bought stata labs and apparently plans to incorporate stata technology in an email client that could compete with google 39s gmail,Sci/Tech
avis blames it for multimilliondollar loss the car rental company takes a major hit because of problems with it including high costs associated with an erp project,Sci/Tech
nec tops ibm with speedier supercomputer nec has unveiled its latest supercomputer which is almost twice as fast as the bluegenel machine rolled out by ibm in september,Sci/Tech
ballesteros hoping to play full season next year  madrid reuters  severiano ballesteros said on friday he  has made such a dramatic recovery from his back problems that  he hopes to play a full season next year on both sides of the  atlantic,Sports
bug bites continue to plague the net roundup freeroaming source code breeds new netsky pest also from ie to opera browsers are a likely prey,Sci/Tech
amazoncom net sales jump 29 google reports 52m in net income october 22 2004 idg news service  amazoncom inc fell a penny short of analysts 39 pershare earnings expectations while reporting net sales of 1,Sci/Tech
lacie announces external sata harddrive highend lcd lacie today introduced a new series of external harddrives with sata interface at the smau trade show in milan italy the drives are available in capacities up to 400 gbyte,Sci/Tech
india russia must join hands to develop new tech putin mr vladimir v putin president of the russian federation mr nr narayana murthy chief mentor and chairman infosys and mr nandan nilekani ceo and managing director at the infosys campus in bangalore on sunday,World
spitzer launches music industry probe eliot spitzer fresh from rocking the insurance industry has now asked the music business to uncover the secrets behind how radio stations decide what records they play,Business
google results revive dotcom fervor  new yorksan francisco reuters  shares of google inc  rose as much as 20 percent on friday to trade at more than  twice the level of its cutprice ipo after the web search  leader posted strong quarterly results in its first reported  quarter as a public company,Business
wolfpack canes clash at carterfinley since becoming nc state 39s head football coach in january of 2000 chuck amato has endeavored to change the culture of a program that had rarely flirted with greatness,Sports
broadhurst leads in spain madrid spain  england 39s paul broadhurst winless in nine years on the european tour shot a 6underpar 65 friday and took a onestroke lead midway through the madrid open,Sports
bulldogs gators remember last miss game ap ap  mississippi state is looking for another landmark win against florida,Sports
campaign spending on rise in house races ap ap  ground zero for the countrys costliest house race is dallas where two congressmen shoehorned into the same new district have each raised  3641 million  151 and counting  151 to bash each other with television ads and sophisticated mailings,World
this week in security news the us governments drive for homeland security has produced a boom in antiterror technologiesas well as industry confusion and privacy concerns,Sci/Tech
brazilian gp friday fernando 7th and jacques 12th after a studious opening day at interlagos for the mild seven renault f1 team,Sports
north korea eases tough stance against us in nuclear talks north korea on friday eased its tough stance against the united states saying it is willing to resume stalled sixway talks on its nuclear weapons if washington is ready to consider its demands,World
rising oil falling stocks lift us treasury prices us treasury prices rose on friday as a potent combination of record high oil prices and slumping stocks kept market participants jittery about the potential for slower growth,Business
saudi denies failure to pursue insurgents ap ap  a senior saudi official rejected on friday a suggestion that his government was lax in pursuing saudi nationals who provide money to iraqi insurgents or terrorist groups,World
china 39s economy still sizzling with gdp up 91 in q3 but prices ltbgtltbgt china 39s economic boom is still roaring despite efforts to cool sizzling growth with gross domestic product climbing 95 per cent in the first three quarters of this year the government reported friday,Business
harrowing footage shows hassan pleading for her life margaret hassan the kidnapped british aid worker appeared in a new and harrowing video yesterday weeping and asking tony blair to save her life by halting the deployment of british ,World
in controversial move britain says  39yes 39 to troopredeployment ltbgtltbgt some 850 british troops have started preparations to redeploy from southern iraq to an area outside of baghdad the move comes after britain agreed to a us request for help and is designed to make more us ,World
bush signs 136 billion taxcut bill with no fanfare washington president bush has signed into law the most sweeping rewrite of corporate tax law in nearly two decades bush signed the bill today with no fanfare during a flight on air force one to a campaign stop in pennsylvania,Business
clijsters and hewitt reach break point there are two consolations for disillusioned tennis romantics upset by yesterday 39s news of the split of lleyton hewitt and kim clijsters four months before their scheduled marriage,Sports
news report card day looms for federal agencies cyber security audits find improvement in some agencies but viruses and worms still plague the halls of government ,Sci/Tech
big day for new england pete kendall 39s new england accent is as thick as his 65 292pound frame so there 39s no hiding his roots or his allegiance to red sox nation,Sports
president susilo stresses fighting against graft terror as ltbgtltbgt in line with his pledge made during the election campaign indonesian new president susilo bambang yudhoyono stressed the importance of fighting corruption and terror while ,World
starting for cardinals has privileges st louis is a collection of superstar position players and anonymous pitchers,Sports
regulators let cingular buy at t wireless the 41 billion merger between cingular wireless llc and at t wireless services inc won approval from the federal communications commission friday according to federal sources close to the agency ltbrgtltfont faceverdanams sans serifarialhelvetica size2 color666666gtltbgtthe washington postltbgtltfontgt,Sci/Tech
cardinals make it to the world series championship series albert pujols and scott rolen brought st loius past houston during the sixth inning giving them the win and the pennant,Sports
column alabama fans should take responsibility for their own ltbgtltbgt tennessee and alabama fans needed extra reasons to hate each other about as much as deion sanders needs more reasons to love himself,Sports
marts swoon on rising oil stock prices were pummeled by a toxic combination of stillrising oil prices and anxiety surrounding eliot spitzer 39s probe of the insurance industry,Business
agassi advances in madrid madrid spain ticker  appearing in his first tournament since the us open andre agassi has not displayed much rust the 34yearold agassi advanced to the semifinals of the tennis masters madrid on friday ,Sports
treo 650 on monday the blogs  are buzzing  that the treo 650 will be released on mondayfrom gizmodonot only have they announced special news next monday at the ctia wirelessconference in san francisco earlier this week someone with palmoneaccidentally sort of you know told me i told them id keep quiet as long asthey did but if theyre going to go and announce it with a wink and a nod ithink ive done my partif they do this right ill be sporting a treo 650 soon of course if this is truefile it under hoping im wrong several reports have filtered in from peoplewho have had handson time with prerelease sprint versions of the upcomingtreo 650 these reports say that the treo wi ,Sci/Tech
bryants 25 helps lakers beat clippers ap ap  kobe bryant scored 25 points and the los angeles lakers got major contributions from their everimproving reserves friday night beating the clippers 113102 in a preseason game,Sports
roadside bomb injures six gis in iraq ap ap  a roadside bomb exploded near an american military patrol in baghdad saturday injuring six soldiers the us command said,World
delta air may file bankruptcy soonreport delta air lines inc daln quote profile research could file for chapter 11 bankruptcy protection as soon as next week the washington post reported in its saturday edition citing an unnamed source familiar with the situation,Business
in ot firstminute men lift umass stephen werner and the minutemen werent easily discouraged in their hockey east opener last night,Sports
delta air lines prepares chapter 11 filing delta air lines inc could file for chapter 11 bankruptcy protection as soon as next week a source familiar with the matter said yesterday,Business
82 still missing in chinese mine blast xinmi china  desperate to know their loved ones fates grieving relatives scuffled with guards yesterday at the scene of chinas worst mining accident this year as rescue workers pulled more bodies out of a mine shaft choked with poison gas,World
us forces bomb iraqs falluja seize zarqawi aide reuters reuters  us planes bombed targets iniraqs rebelheld city of falluja killing two people and theus military said it had captured a lieutenant of itsdeadliest islamist enemy in iraq in a raid early on saturday,World
google 39s new pc search tool poses risks new york oct 18 2004  people who use public or workplace computers for email instant messaging and web searching have a new privacy risk to worry about google 39s free new tool that indexes a pc 39s contents for quickly locating data,Business
iran refutes allegation about collaboration with iaea chief iran on sunday refuted a report made by some us media that un nuclear watchdog chief mohamed elbaradei had collaborated with iran by giving tehran an advance look at his reports the official irna news agency reported,World
bad blood good rivalry vols prep for raging tide the now former starting tennessee safety was arrested early monday morning for firing the handgun of teammate chris heath afterwards johnson was slapped with indefinite suspension,Sports
tributes flood in for nicholson former tottenham captain dave mackay has led the tributes to legendary former spurs manager bill nicholson who passed away on saturday aged 85,Sports
greater pressure directed at us airways unions bankrupt us airways is giving flight attendants machinists and passenger service workers three weeks to reach consensual costcutting pacts before the airline asks ,Business
broadhurst leads by a shot after second round of madrid open england 39s paul broadhurst shot a 6under 65 friday to take a onestroke lead after the second round of the madrid open broadhurst who hasn 39t won on the european tour in nine years is 10under 132 overall ,Sports
wall street fears an undecided election the doubts the uncertainty the mudslinging that have kept investors indecisive all year are set to end one week from tuesday when us voters go to the polls,Business
miller slams transit funding public transit in toronto will not improve next year despite 81million in provincial gas tax funding announced yesterday according to mayor david miller,Business
cards all hearts ten outs away from winter knowing a 105win magiccarpet ride was about to hit the runway way too soon ten outs away from winter and the st,Sports
bucks zendon hamilton has knee surgery ap ap  milwaukee bucks forward zendon hamilton will miss six weeks after undergoing arthroscopic surgery on his right knee,Sports
mexico struggles to preserve ancient ruins reuters reuters  the majestic pyramids andtemples of the ancient zapotec kingdom of monte alban sitspectacularly atop a hill in mexicos southern state of oaxaca,Sci/Tech
schumacher escapes highspeed practice crash sao paulo oct 23 afp  world champion michael schumacher was involved in a highspeed crash in saturday 39s practice for the brazilian grand prix,Sports
eu to give 100 mln for au force in darfursolana  addis ababa reuters  the european union and its member  states will contribute more than 100 million to an african  union au force in sudans troubled darfur region eu foreign  policy chief javier solana said on saturday,World
plea for kidnapped aid worker meets with silence charity workers were still facing an agonising wait for news of iraq aid worker margaret hassan tonight after a televised plea to her kidnappers was met with silence,World
sharapova molik advance to swisscom final ap ap  wimbledon champion maria sharapova advanced to the final of the swisscom challenge defeating fellow russian elena dementieva 46 62 63 in one of saturdays semifinals the fourthseeded sharapova who eliminated venus williams in the quarterfinals extended her winning streak to 12 matches,Sports
rebel attacks kill 12 iraqis gi 39s injured insurgents launched strikes on saturday at united states and iraqi outposts across iraq killing at least a dozen iraqi police officers and national guardsmen ,World
edwards i wont raise retirement age ap ap  seizing on a report that a plan to privatize social security includes raising the retirement age for full benefits to 72 vice presidential candidate john edwards on saturday renewed a promise that the democrats would never raise the retirement age,World
16 killed in algeria rebel attack suspected algerian islamic militants killed 16 people in the first attack on civilians since the start of the holy month of ramadan officials said on saturday,World
sachin ready for nagpur sachin tendulkar will play in the third test against australia beginning tuesday that the master batsman has been declared fit to play in the test was announced by physio andrew leipus of the indian cricket team,Sports
taliban suicide bomber kills girl wounds 6 others kabul  a man with six grenades strapped to his body killed himself and a 12yearold girl on a busy street in kabul saturday police said,World
rubens bad brazilian luck visits michael rubens barrichello appears to have rid himself of his bad luck in brazil only for it land on his teammate michael schumacher barrichello last finished the brazilian gp in 1994 which means even seeing the ,Sports
taliban wanted list to be drawn ap ap  the united states could cut its forces in afghanistan next summer if taliban militants accept an amnesty to be drawn up by president hamid karzai and neighboring pakistan the senior us commander here said sunday,World
toshiba laptops with hd dvd soon major japanese computer maker toshiba aimes to sell laptop computers that are loaded with its next generation dvd drive by next year,Sci/Tech
countdown to deep impact nasa 39s deep impact spacecraft has arrived in florida to begin final preparations for a launch on dec 30 2004 the spacecraft was shipped from ball aerospace  amp technologies in boulder colo,Sci/Tech
on wall street dominic rushe disney trial is more than a mickey ltbgtltbgt wilmington delaware isnta popular spot with the hollywood crowd i imagine they would be a bit sniffy about what passes for local entertainment,Business
agassi bites the dust as russian safin sets up final clash with ltbgtltbgt madrid marat safin defeated andre agassi 63 76 yesterday to book a place in the madrid masters final against argentina 39s david nalbandian,Sports
iraq 26 killed on horrific day of violence suicide bombers killed at least 22 members of iraq 39s fledgling security forces yesterday amid a spate of insurgent attacks across the country that also ,World
official eu will help rebuild somalia ap ap  the european union will help rebuild conflictravaged somalia but the cost is not clear the eus foreign policy chief said saturday,World
lehman hoping third time is a charm tied for the lead in what was shaping up as another shootout at disney tom lehman believes he has experience on his side not from the last 12 years but the last three weeks,Sports
investors put 15bn tag on kidde shareholders in kidde the fire protection group have indicated they would be prepared to sell out if united technologies corporation utc the us industrial conglomerate ,Business
mckinnon briefed on democracy meeting with pm islamabad oct 23 prime minister shaukat aziz briefed commonwealth secretarygeneral donald c mckinnon on full restoration of democracy in the country and pakistan 39s role in promoting regional and global peace,World
nextel 39s profit rose by 69 in 3rd quarter nextel communications the nation 39s fifthlargest wireless provider said yesterday that its profit jumped 69 percent in the third quarter from the period last year,Business
broadhurst fichardt lead open de madrid paul broadhurst shot a 3under 68 saturday for a share of the lead after the third round of the open de madrid broadhurst finished 54 holes at 13underpar 200 for a tie with darren fichardt who shot a 67,Sports
pension accounting  in finance a process that requires a company to estimate the expected future value of a company 39s pension assets and the expected cost of fulfilling pension and health care obligations to current and retired employees,Business
tenthranked ga gets past ark 2014 ap ap  david greene threw for a careerhigh 382 yards and two touchdowns thomas brown rushed for 107 yards and no 10 georgia held off arkansas 2014,Sports
is fair trade coffee a beachhead for bananas guilderland ny socially conscious consumers have made fair trade brews a rapidly growing niche of the coffee market the beans can now be found on supermarket shelves next to the folgers and in the espresso at dunkin 39 donuts,Business
google desktop outshines windows 39 filesearch capabilities google is famed for its web search engine but over the past few years it has acquired a different role microsoft 39s no 1 foreign aid donor,Sci/Tech
revolving door  ltemgt inltemgtltbrgt   aylwin b lewis  president of yum brands as chief executive of kmart,World
bellhorn makes big noise for red sox  boston reuters  with a powerpacked lineup that features  sluggers like manny ramirez and david ortiz it was mark  bellhorn who was the unlikely hero of game one of the 100th  world series with a tworun homer for the boston red sox  saturday,Sports
south africa 39s mbeki leaves ivory coast rebel zone south african president thabo mbeki left ivory coast 39s rebel town of bouake after talks sunday saying mediators would prepare proposals to end the crisis in the world 39s top cocoa grower,World
us weighs more sanctions vs belarus ap ap  the bush administration may impose sanctions against leaders of the former soviet republic of belarus as part of a broader range of punitive measures the state department said thursday,World
pilots 39 union accepts pay cuts from us airways pilots at us airways narrowly approved 300 million in wage and benefit cuts today making the air line pilots association the first major union representing us airways workers to agree to permanent concessions,Business
iran says eu nuclear proposal unacceptable  tehran reuters  iran on sunday turned down a european  union proposal that it stop enriching uranium in return for  nuclear technology,World
her aim give tuftsnemc intensive care for 10 years ellen zane oversaw community doctors for partners healthcare the parent organization of massachusetts general and brigham and womens hospitals and the biggest and most profitable hospital and physician network in massachusetts then in december she became chief executive of a very different institution tuftsnew england medical center in bostons chinatown neighborhood tuftsnemc is not only smaller its ,Business
suicide bomber wounds 7 afghan vote tally nears end kabul afghanistan  a taliban suicide fighter killed himself and wounded at least seven others including three members of a natoled peacekeeping force in a grenade attack on a busy shopping street in central kabul yesterday,World
guerin trades nhl job for family business for the first time in three years former bruins forward bill guerin will be home with his family for halloween but he wont be dressing up as a national hockey league player any time soon hell be a fulltime dad to his four children while he waits  with his nhl players association brethren  for something to break in ,Sports
arsenal boss wenger has keeper worries arsenal bounced back to winning ways with a comfortable 30 victory over struggling birmingham city yesterday a brace from thierry henry came after robert pires 39 opener but it was the shaky premiership debut ,Sports
p diddy takes vote drive to swing states ap ap  hiphop mogul sean p diddy combs is following the lead of president bush and sen john kerry by taking his getoutthevote campaign to the swing states,World
berlin ties miami mark raleigh nc  brock berlin tied a miami record shared by bernie kosar steve walsh and ken dorsey with five touchdown passes and devin hester returned the opening kickoff 100 yards for another score helping the no 4 hurricanes hold off north carolina state 4531 last night,Sports
a card to your future 401k credit card would give millions of american workers the chance to borrow their own money from their retirement savings plans,Business
powell rejects nk overture arrives here today us secretary of state colin powell arrives in seoul today for a twoday visit after rejecting a north korean overture to resume the sixparty nuclear talks if the us rewards it for freezing its nuclear activities,World
um defense a big hit from start to finish markus curry made the hit low ernest shazor made the hit high and leon hall leapt for the football as it wobbled freely toward the university of michigan sideline,Sports
junqueira sets up champ car final bruno junqueira won sunday 39s lexmark indy 300 ahead to retain hopes of winning the champ car title the brazilian 39s newmanhaas teammate sebastian bourdais needed to win seven more points than junqueira in surfers paradise to secure the title,Sports
bank on it checks won 39t float they 39ll bounce or write a check before the funds are available in their accounts  might soon find themselves at risk for more bounced checks and high overdraft fees,Business
stocks seen stymied by oil earnings  new york reuters  record crude oil prices a tidal wave  of quarterly earnings reports and anxiety ahead of the  presidential election may pin us stocks down this week,Business
israel strikes before gaza vote israel killed two islamic jihad militants in the gaza strip yesterday as ariel sharon and his cabinet finalised a bill to withdraw from gaza,World
powell presses n korea on weapons talks us secretary of state colin powell left shakes hands with japanese prime minister junichiro koizumi before their meeting at the foreign ministry 39s annex in tokyo sunday oct 24 2004,World
american woman afghan girl die after kabul blast an american woman believed to be a civilian and a young afghan girl died from their wounds after a suicide bomb attack in a busy shopping street in the afghan capital,World
large explosion shakes downtown baghdad ap ap  a large explosion shook downtown baghdad on sunday night but its cause could not immediately be determined,World
chinese skaters crowned at smart ones skate america chinese duo zhang dan and zhang hao have clinched the first spot in pairs free skating at smart ones skate america the first station of the 0405 isu grand prix,Sports
2 people killed in clashes in iraq 39s samarra two iraqis were killed and four others wounded in clashes that broke out between us troops and insurgents in samarra north of baghdad police said on sunday,World
moss in minnesota 39s lineup against tennessee randy moss was the starting lineup for the minnesota vikings on sunday despite a strained right hamstring that kept him out of practice all week,Sports
schilling morris face tall task so what will curt schilling do for an encore tonight take the mound without a flu shot five days after baseball 39s most inspiring comeback that didn 39t involve an iowa cornfield schilling ,Sports
us security official killed in iraq attack a us security official assigned to the us embassy in baghdad was killed on sunday by a mortar attack on a us army base near baghdad international airport us secretary of state colin powell said,World
japan earthquakes kill 23 leave thousands in shelters afp afp  thousands of people were spending the night in emergency shelters after the deadliest quakes to hit japan in nearly a decade killed 23 people and injured more than 900 police and reports said,World
united v arsenal match report united are back in the title race after bringing arsenal 39s long unbeaten run to a grisly end in the manchester rain ruud van nistelrooy erased the misery of his penalty miss in last season 39s fixture by slotting a secondhalf spotkick past jens lehmann,Sports
2 troops said killed by turkey land mine ap ap  two turkish soldiers were killed when their vehicle hit a land mine in southeastern turkey and a small oil pipeline was damaged by a bomb in two attacks sunday blamed on kurdish rebels the anatolia news agency reported,World
headscarf optional at britains first statefunded islamic school afp afp  irishmoroccan or egyptianenglish with headscarf or without the diverse students at britains first statefunded islamic school are at the vanguard of a trend toward a distinctly european muslim culture,World
plane of nascar team hendrick missing ap ap  a plane carrying members of the hendrick motorsports organization was missing sunday after losing contact with the federal aviation administration on its way to a nascar race and a search was underway for the aircraft,Sports
jaguars 27 colts 24 indianapolis byron leftwich was flawless on a 30yard drive in the final four minutes and rookie kicker josh scobee made a seasonlong 53yard field goal to help the jacksonville jaguars pull off a 27to24 win over indianapolis,Sports
dolphins finally win taking out frustration on rams the miami dolphins finally gave their fans reason to celebrate combining a polished offensive performance with solid defense for their first victory this season 3114 over the st,Sports
coors donation to own campaign draws ire ap ap  a  36500000 donation by republican beer baron pete coors to his own senate campaign has triggered a new federal law that eases fundraising restrictions for his democratic opponent,World
plane of nascar team hendrick missing race fans wave american flags in the stands during the singing of the national anthem prior to the start of the nascar subway 500 stock car race at martinsville speedway in martinsville va,Sports
tennessee loses mcnair again in loss minneapolis  with randy moss relegated to two snaps of decoy duty daunte culpepper and the minnesota vikings shifted gears and grinded one out against the tennessee titans,Sports
brazilian victory lifts williams the williams team breathed a sigh of relief after juan pablo montoya 39s victory in the brazilian grand prix the team finished fourth in the constructors standings but technical director sam michael was full of praise for the colombian 39s performance,Sports
hendrick motorsports plane crash kills 10 ap ap  a plane owned by the hendrick motorsports organization crashed sunday on its way to a nascar race killing all 10 people aboard federal officials said a spokesman for a funeral home where the bodies were being taken said the dead included the son brother and two nieces of rick hendrick owner of one of the most successful organizations in nascar history,Sports
bush quietly signs corporate taxcut bill washington  with no fanfare president bush friday signed the most sweeping rewrite of corporate tax law in nearly two decades showering 136 billion in new tax breaks on businesses farmers and other groups,Business
nikkei sinks due to exporters  tokyo reuters  tokyos nikkei average fell 2 percent at  the opening on monday as investors shied away from exporters  including toyota motor corp after a fall in the dollar below  107 yen stoked concerns about their earnings,Business
mg rover offers knowhow to chinese partner mg rover the ailing british carmaker has signed a binding agreement to hand over technology and knowhow to the shanghai automotive industry corporation saic,Business
long and short of a rivalry that was five years may not seem a whole lot but consider what has happened since the last time the green bay packers played the dallas cowboys prior to today 39s meeting,Sports
kashmir leader survives attack the head of indian kashmir 39s main opposition party omar abdullah has survived a second assassination bid in a month police say seven people were injured when rebels detonated a bomb a few steps away from mr abdullah two of them critically,World
ontario won 39t help other provinces squeeze ottawa for more ltbgtltbgt premier dalton mcguinty sent a shot across the bow of havenot provinces sunday warning that ontario will not support efforts to wring billions more in equalization payments out ,Business
approval expected for big cellphone deal federal regulators will formally approve cingular wireless 39s 41 billion purchase of at ampt wireless today company officials briefed on the matter said over the weekend,Sci/Tech
new ibm report will warn of computer security threats ibm plans to begin releasing a monthly report of threats to computer networks in an effort to establish an indicator similar to the federal governments homeland security advisory system,Sci/Tech
dillon relishes icing victory of the 115 rushing yards corey dillon rolled up against the jets on sunday it was the final 12 that might have been the most important,Sports
in haiti peacekeepers take on militants using armored cars and earth movers un peacekeepers and haitian police moved into an area early sunday controlled by militants loyal to ousted president jeanbertrand aristide protecting workers removing burned out cars used as road blocks,World
junqueira beats bourdais to take lexmark indy 300 the race for the champ car drivers 39 title is going to mexico city in two weeks bruno junqueira won yesterday 39s lexmark indy 300 ahead of teammate sebastien bourdais stalling bourdais 39 run to the 2004 championship ,Sports
school 39s out for sterne a first win on the european tour  any tour in fact  is a notable feat in any golfer 39s career but the one by south african richard sterne in the madrid open yesterday deserves special mention,Sports
thousands of japanese endure night outdoors destruction at least 21 people have been killed by the quake which has forced thousands to evacuate yesterday many were readying to spend another chilly night outside,World
divided sec likely to ask hedge funds for more data a deeply divided sec is expected to approve rules requiring all but the smallest hedge funds to register with the sec and make their records available,Business
loss bodes well for future they beat a bunch of bad teams  some just barely  to become the first team in franchise history to get off to a 50 start still we couldn 39t tell just how good the jets really were,Sports
palmer breaks tour duck in style ryan palmer came from five shots behind with a magnificent 62 to earn his maiden pga tour tournament victory at the funai classic on sunday,Sports
regulators let cingular buy at ampt wireless the 41 billion merger between cingular wireless llc and at ampt wireless services inc won approval from the federal communications commission yesterday according to federal sources close to ,Sci/Tech
dozens of iraqi soldiers found executed the corpses of 50 soldiers of iraq 39s new army have been discovered northeast of the capital baghdad interim iraqi interior ministry spokesman adnan abd alrahman said the troops were believed to have been ,World
aftershock hits japan quake zone strong aftershocks are still shaking northern japan after the country 39s deadliest earthquake in nine years killed at least 24 people,World
ferguson attacked in tunnel bustup sir alex ferguson was pelted with food and pea soup by an arsenal player in an extraordinary tunnel bustup at old trafford yesterday,Sports
pitcairn trial finds 5 of 7 guilty the three new zealand judges presiding over sexual assault cases on pitcairn island have handed down their verdicts in adamstown finding five of the seven men charged guilty of sex crimes,World
victory looms for karzai as vote probe continues hamid karzai was assured of a majority in afghanistans election to become its first democratically chosen president with nearly 95 per cent of votes counted the interim leader already has more than half ,World
hendrick motorsports plane crash kills 10 jimmie johnson center winner of the nascar subway 500 race is escorted to a nextel cup trailer after the race at martinsville speedway in martinsville va,Sports
cardinals unable to solve schilling the first atbat of the game seemed to go on and on with red sox starting pitcher curt schilling aiming to end the inning with little damage and st louis leadoff batter edgar renteria aiming to throw a wrench is his game plan twelve pitches later after several fouls schilling got renteria to ground out to shortstop,Sports
